Time,%CPU(global),%CPU(user),%CPU(system)
18:50:24,0.09999999999999432,0.1,0.0
18:50:26,0.0,0.0,0.0
18:50:28,0.0,0.0,0.0
18:50:30,0.09999999999999432,0.0,0.1
18:50:32,0.0,0.0,0.0
18:50:34,0.0,0.0,0.0
18:50:36,0.0,0.0,0.0
18:50:38,0.09999999999999432,0.0,0.1
18:50:40,0.0,0.0,0.0
18:50:42,0.09999999999999432,0.1,0.0
18:50:44,0.0,0.0,0.0
18:50:46,0.0,0.0,0.0
18:50:48,0.09999999999999432,0.1,0.0
18:50:51,0.0,0.0,0.0
18:50:53,0.09999999999999432,0.0,0.0
18:50:55,0.0,0.0,0.0
18:50:57,0.0,0.0,0.0
18:50:59,0.09999999999999432,0.1,0.0
18:51:01,0.29999999999999716,0.0,0.3
18:51:03,0.0,0.0,0.0
18:51:05,0.09999999999999432,0.0,0.1
18:51:07,0.0,0.0,0.0
18:51:09,0.0,0.0,0.0
18:51:11,0.09999999999999432,0.0,0.1
18:51:13,0.0,0.0,0.0
18:51:15,0.0,0.0,0.0
18:51:17,0.0,0.0,0.0
18:51:19,0.0,0.0,0.0
18:51:21,0.09999999999999432,0.0,0.1
18:51:23,0.09999999999999432,0.0,0.0
18:51:25,0.09999999999999432,0.1,0.0
18:51:27,0.0,0.0,0.0
18:51:29,0.0,0.0,0.0
18:51:31,0.0,0.0,0.0
18:51:33,0.0,0.0,0.0
18:51:35,0.0,0.0,0.0
18:51:37,0.0,0.0,0.0
18:51:39,0.0,0.0,0.0
18:51:41,0.0,0.0,0.0
18:51:43,0.09999999999999432,0.0,0.1
18:51:45,0.0,0.0,0.0
18:51:47,0.0,0.0,0.0
18:51:49,0.09999999999999432,0.1,0.0
18:51:51,0.09999999999999432,0.0,0.1
18:51:54,0.0,0.0,0.0
18:51:56,0.0,0.0,0.0
18:51:58,0.0,0.0,0.0
18:52:00,0.0,0.0,0.0
18:52:02,0.09999999999999432,0.0,0.1
18:52:04,0.0,0.0,0.0
18:52:06,0.09999999999999432,0.1,0.0
18:52:08,0.0,0.0,0.0
18:52:10,0.0,0.0,0.0
18:52:12,0.09999999999999432,0.0,0.1
18:52:14,0.0,0.0,0.0
18:52:16,0.0,0.0,0.0
18:52:18,0.09999999999999432,0.0,0.1
18:52:20,0.09999999999999432,0.0,0.0
18:52:22,0.0,0.0,0.0
18:52:24,0.0,0.0,0.0
18:52:26,0.0,0.0,0.0
18:52:28,0.0,0.0,0.0
18:52:30,0.0,0.0,0.0
18:52:32,0.09999999999999432,0.0,0.1
18:52:34,0.0,0.0,0.0
18:52:36,0.0,0.0,0.0
18:52:38,0.0,0.0,0.0
18:52:40,0.0,0.0,0.0
18:52:42,0.0,0.0,0.0
18:52:44,0.09999999999999432,0.1,0.0
18:52:46,0.0,0.0,0.0
18:52:48,0.0,0.0,0.0
18:52:50,0.09999999999999432,0.0,0.1
18:52:52,0.0,0.0,0.0
18:52:54,0.0,0.0,0.0
18:52:56,0.0,0.0,0.0
18:52:58,0.0,0.0,0.0
18:53:00,0.29999999999999716,0.0,0.3
18:53:02,0.0,0.0,0.0
18:53:04,0.0,0.0,0.0
18:53:06,0.0,0.0,0.0
18:53:08,0.0,0.0,0.0
18:53:10,0.09999999999999432,0.1,0.0
18:53:13,0.0,0.0,0.0
18:53:15,0.0,0.0,0.0
18:53:17,0.0,0.0,0.0
18:53:19,0.0,0.0,0.0
18:53:21,0.0,0.0,0.0
18:53:23,0.0,0.0,0.0
18:53:25,0.09999999999999432,0.0,0.1
18:53:27,0.0,0.0,0.0
18:53:29,0.0,0.0,0.0
18:53:31,0.0,0.0,0.0
18:53:33,0.0,0.0,0.0
18:53:35,0.0,0.0,0.0
18:53:37,0.09999999999999432,0.1,0.0
18:53:39,0.0,0.0,0.0
18:53:41,0.09999999999999432,0.0,0.0
18:53:43,0.0,0.0,0.0
18:53:45,0.09999999999999432,0.0,0.1
18:53:47,0.0,0.0,0.0
18:53:49,0.0,0.0,0.0
18:53:51,0.0,0.0,0.0
18:53:53,0.0,0.0,0.0
18:53:55,0.0,0.0,0.0
18:53:57,0.09999999999999432,0.0,0.0
18:53:59,0.0,0.0,0.0
18:54:01,0.20000000000000284,0.1,0.2
18:54:03,0.0,0.0,0.0
18:54:05,0.0,0.0,0.0
18:54:07,0.09999999999999432,0.1,0.0
18:54:09,0.0,0.0,0.0
18:54:11,0.0,0.0,0.0
18:54:13,0.0,0.0,0.0
18:54:15,0.09999999999999432,0.0,0.1
18:54:17,0.0,0.0,0.0
18:54:19,0.09999999999999432,0.0,0.1
18:54:21,0.0,0.0,0.0
18:54:23,0.0,0.0,0.0
18:54:25,0.0,0.0,0.0
18:54:27,0.09999999999999432,0.0,0.1
18:54:29,0.0,0.0,0.0
18:54:31,0.09999999999999432,0.1,0.0
18:54:34,0.0,0.0,0.0
18:54:36,0.09999999999999432,0.0,0.0
18:54:38,0.0,0.0,0.0
18:54:40,0.0,0.0,0.0
18:54:42,0.0,0.0,0.0
18:54:44,0.09999999999999432,0.0,0.1
18:54:46,0.0,0.0,0.0
18:54:48,0.0,0.0,0.0
18:54:50,0.0,0.0,0.0
18:54:52,0.0,0.0,0.0
18:54:54,0.0,0.0,0.0
18:54:56,0.0,0.0,0.0
18:54:58,0.0,0.0,0.0
18:55:00,0.4000000000000057,0.1,0.3
18:55:02,0.0,0.0,0.0
18:55:04,0.0,0.0,0.0
18:55:06,0.0,0.0,0.0
18:55:08,0.0,0.0,0.0
18:55:10,0.0,0.0,0.0
18:55:12,0.0,0.0,0.0
18:55:14,0.09999999999999432,0.0,0.1
18:55:16,0.09999999999999432,0.0,0.0
18:55:18,0.0,0.0,0.0
18:55:20,0.09999999999999432,0.1,0.0
18:55:22,0.09999999999999432,0.0,0.1
18:55:24,0.0,0.0,0.0
18:55:26,0.0,0.0,0.0
18:55:28,0.0,0.0,0.0
18:55:30,0.0,0.0,0.0
18:55:32,0.0,0.0,0.0
18:55:34,0.0,0.0,0.0
18:55:36,0.09999999999999432,0.1,0.0
18:55:38,0.0,0.0,0.0
18:55:40,0.0,0.0,0.0
18:55:42,0.09999999999999432,0.0,0.1
18:55:44,0.0,0.0,0.0
18:55:46,0.0,0.0,0.0
18:55:48,0.0,0.0,0.0
18:55:50,0.0,0.0,0.0
18:55:52,0.0,0.0,0.0
18:55:54,0.09999999999999432,0.0,0.1
18:55:56,0.0,0.0,0.0
18:55:58,0.0,0.0,0.0
18:56:00,0.20000000000000284,0.0,0.2
18:56:02,0.0,0.0,0.0
18:56:05,0.09999999999999432,0.0,0.0
18:56:07,0.0,0.0,0.0
18:56:09,0.0,0.0,0.0
18:56:11,0.0,0.0,0.0
18:56:13,0.09999999999999432,0.1,0.0
18:56:15,0.09999999999999432,0.0,0.1
18:56:17,0.0,0.0,0.0
18:56:19,0.0,0.0,0.0
18:56:21,0.0,0.0,0.0
18:56:23,0.0,0.0,0.0
18:56:25,0.09999999999999432,0.1,0.0
18:56:27,0.0,0.0,0.0
18:56:29,0.0,0.0,0.0
18:56:31,0.09999999999999432,0.0,0.1
18:56:33,0.0,0.0,0.0
18:56:35,0.0,0.0,0.0
18:56:37,0.09999999999999432,0.0,0.1
18:56:39,0.09999999999999432,0.1,0.0
18:56:41,0.0,0.0,0.0
18:56:43,0.0,0.0,0.0
18:56:45,0.0,0.0,0.0
18:56:47,0.0,0.0,0.0
18:56:49,0.0,0.0,0.0
18:56:51,0.0,0.0,0.0
18:56:53,0.09999999999999432,0.0,0.0
18:56:55,0.0,0.0,0.0
18:56:57,0.0,0.0,0.0
18:56:59,0.0,0.0,0.0
18:57:01,0.4000000000000057,0.1,0.3
18:57:03,0.0,0.0,0.0
18:57:05,0.09999999999999432,0.0,0.1
18:57:07,0.0,0.0,0.0
18:57:09,0.0,0.0,0.0
18:57:11,0.0,0.0,0.0
18:57:13,0.0,0.0,0.0
18:57:15,0.0,0.0,0.0
18:57:17,0.0,0.0,0.0
18:57:19,0.0,0.0,0.0
18:57:21,0.0,0.0,0.0
18:57:24,0.09999999999999432,0.0,0.0
18:57:26,0.0,0.0,0.0
18:57:28,0.09999999999999432,0.0,0.1
18:57:30,0.0,0.0,0.0
18:57:32,0.0,0.0,0.0
18:57:34,0.0,0.0,0.0
18:57:36,0.0,0.0,0.0
18:57:38,0.0,0.0,0.0
18:57:40,0.0,0.0,0.0
18:57:42,0.09999999999999432,0.0,0.0
18:57:44,0.0,0.0,0.0
18:57:46,0.0,0.0,0.0
18:57:48,0.09999999999999432,0.0,0.0
18:57:50,0.09999999999999432,0.1,0.1
18:57:52,0.0,0.0,0.0
18:57:54,0.0,0.0,0.0
18:57:56,0.0,0.0,0.0
18:57:58,0.0,0.0,0.0
18:58:00,0.20000000000000284,0.0,0.2
18:58:02,0.0,0.0,0.0
18:58:04,0.0,0.0,0.0
18:58:06,0.0,0.0,0.0
18:58:08,0.09999999999999432,0.1,0.0
18:58:10,0.0,0.0,0.0
18:58:12,0.09999999999999432,0.0,0.1
18:58:14,0.0,0.0,0.0
18:58:16,0.0,0.0,0.0
18:58:18,0.0,0.0,0.0
18:58:20,0.09999999999999432,0.1,0.0
18:58:22,0.0,0.0,0.0
18:58:24,0.0,0.0,0.0
18:58:26,0.0,0.0,0.0
18:58:28,0.0,0.0,0.0
18:58:30,0.0,0.0,0.0
18:58:32,0.0,0.0,0.0
18:58:34,0.0,0.0,0.0
18:58:36,0.0,0.0,0.0
18:58:38,0.0,0.0,0.0
18:58:40,0.0,0.0,0.0
18:58:42,0.0,0.0,0.0
18:58:44,0.0,0.0,0.0
18:58:46,0.0,0.0,0.0
18:58:48,0.09999999999999432,0.0,0.1
18:58:51,0.0,0.0,0.0
18:58:53,0.0,0.0,0.0
18:58:55,0.09999999999999432,0.0,0.0
18:58:57,0.0,0.0,0.0
18:58:59,0.0,0.0,0.0
18:59:01,0.4000000000000057,0.1,0.3
18:59:03,0.0,0.0,0.0
18:59:05,0.0,0.0,0.0
18:59:07,0.0,0.0,0.0
18:59:09,0.0,0.0,0.0
18:59:11,0.0,0.0,0.0
18:59:13,0.09999999999999432,0.0,0.1
18:59:15,0.0,0.0,0.0
18:59:17,0.09999999999999432,0.0,0.0
18:59:19,0.0,0.0,0.0
18:59:21,0.0,0.0,0.0
18:59:23,0.0,0.0,0.0
18:59:25,0.0,0.0,0.0
18:59:27,0.0,0.0,0.0
18:59:29,0.09999999999999432,0.0,0.1
18:59:31,0.0,0.0,0.0
18:59:33,0.09999999999999432,0.0,0.1
18:59:35,0.09999999999999432,0.1,0.0
18:59:37,0.0,0.0,0.0
18:59:39,0.0,0.0,0.0
18:59:41,0.0,0.0,0.0
18:59:43,0.0,0.0,0.0
18:59:45,0.0,0.0,0.0
18:59:47,0.0,0.0,0.0
18:59:49,0.0,0.0,0.0
18:59:51,0.0,0.0,0.0
18:59:53,0.0,0.0,0.0
18:59:55,0.0,0.0,0.0
18:59:57,0.09999999999999432,0.0,0.1
18:59:59,0.0,0.0,0.0
19:00:01,0.20000000000000284,0.1,0.2
19:00:03,0.0,0.0,0.0
19:00:06,0.09999999999999432,0.0,0.1
19:00:08,0.0,0.0,0.0
19:00:10,0.09999999999999432,0.1,0.0
19:00:12,0.09999999999999432,0.0,0.1
19:00:14,0.09999999999999432,0.0,0.0
19:00:16,0.0,0.0,0.0
19:00:18,0.0,0.0,0.0
19:00:20,0.0,0.0,0.0
19:00:22,0.0,0.0,0.0
19:00:24,0.0,0.0,0.0
19:00:26,0.0,0.0,0.0
19:00:28,0.0,0.0,0.0
19:00:30,0.0,0.0,0.0
19:00:32,0.09999999999999432,0.0,0.1
19:00:34,0.0,0.0,0.0
19:00:36,0.0,0.0,0.0
19:00:38,0.0,0.0,0.0
19:00:40,0.0,0.0,0.0
19:00:42,0.0,0.0,0.0
19:00:44,0.0,0.0,0.0
19:00:46,0.0,0.0,0.0
19:00:48,0.09999999999999432,0.0,0.0
19:00:50,0.0,0.0,0.0
19:00:52,0.09999999999999432,0.0,0.1
19:00:54,0.0,0.0,0.0
19:00:56,0.0,0.0,0.0
19:00:58,0.0,0.0,0.0
19:01:00,0.20000000000000284,0.0,0.2
19:01:02,0.0,0.0,0.0
19:01:04,0.0,0.0,0.0
19:01:06,0.09999999999999432,0.0,0.1
19:01:08,0.0,0.0,0.0
19:01:10,0.09999999999999432,0.1,0.0
19:01:12,0.0,0.0,0.0
19:01:14,0.0,0.0,0.0
19:01:16,0.0,0.0,0.0
19:01:18,0.0,0.0,0.0
19:01:20,0.0,0.0,0.0
19:01:22,0.09999999999999432,0.1,0.0
19:01:24,0.0,0.0,0.0
19:01:26,0.0,0.0,0.0
19:01:28,0.0,0.0,0.0
19:01:30,0.0,0.0,0.0
19:01:32,0.09999999999999432,0.0,0.1
19:01:34,0.0,0.0,0.0
19:01:36,0.0,0.0,0.0
19:01:38,0.09999999999999432,0.1,0.0
19:01:41,0.09999999999999432,0.0,0.0
19:01:43,0.0,0.0,0.0
19:01:45,0.0,0.0,0.0
19:01:47,0.0,0.0,0.0
19:01:49,0.0,0.0,0.0
19:01:51,0.0,0.0,0.0
19:01:53,0.0,0.0,0.0
19:01:55,0.0,0.0,0.0
19:01:57,0.0,0.0,0.0
19:01:59,0.0,0.0,0.0
19:02:01,0.29999999999999716,0.1,0.2
19:02:03,0.0,0.0,0.0
19:02:05,0.0,0.0,0.0
19:02:07,0.09999999999999432,0.0,0.1
19:02:09,0.09999999999999432,0.0,0.1
19:02:11,0.0,0.0,0.0
19:02:13,0.09999999999999432,0.1,0.0
19:02:15,0.0,0.0,0.0
19:02:17,0.0,0.0,0.0
19:02:19,0.0,0.0,0.0
19:02:21,0.0,0.0,0.0
19:02:23,0.0,0.0,0.0
19:02:25,0.09999999999999432,0.1,0.0
19:02:27,0.0,0.0,0.0
19:02:29,0.0,0.0,0.0
19:02:31,0.09999999999999432,0.0,0.1
19:02:33,0.09999999999999432,0.0,0.0
19:02:35,0.0,0.0,0.0
19:02:37,0.09999999999999432,0.0,0.1
19:02:39,0.0,0.0,0.0
19:02:41,0.0,0.0,0.0
19:02:43,0.0,0.0,0.0
19:02:45,0.0,0.0,0.0
19:02:47,0.0,0.0,0.0
19:02:49,0.0,0.0,0.0
19:02:51,0.0,0.0,0.0
19:02:53,0.0,0.0,0.0
19:02:55,0.0,0.0,0.0
19:02:57,0.09999999999999432,0.1,0.0
19:02:59,0.0,0.0,0.0
19:03:01,0.4000000000000057,0.0,0.3
19:03:03,0.0,0.0,0.0
19:03:05,0.09999999999999432,0.0,0.1
19:03:07,0.0,0.0,0.0
19:03:09,0.0,0.0,0.0
19:03:11,0.0,0.0,0.0
19:03:13,0.09999999999999432,0.1,0.0
19:03:15,0.0,0.0,0.0
19:03:17,0.0,0.0,0.0
19:03:19,0.0,0.0,0.0
19:03:21,0.0,0.0,0.0
19:03:23,0.0,0.0,0.0
19:03:25,0.0,0.0,0.0
19:03:28,0.0,0.0,0.0
19:03:30,0.09999999999999432,0.0,0.1
19:03:32,0.0,0.0,0.0
19:03:34,0.0,0.0,0.0
19:03:36,0.09999999999999432,0.0,0.1
19:03:38,0.0,0.0,0.0
19:03:40,0.0,0.0,0.0
19:03:42,0.0,0.0,0.0
19:03:44,0.0,0.0,0.0
19:03:46,0.09999999999999432,0.0,0.1
19:03:48,0.0,0.0,0.0
19:03:50,0.09999999999999432,0.1,0.0
19:03:52,0.0,0.0,0.0
19:03:54,0.0,0.0,0.0
19:03:56,0.0,0.0,0.0
19:03:58,0.0,0.0,0.0
19:04:00,0.4000000000000057,0.1,0.2
19:04:02,0.0,0.0,0.0
19:04:04,0.09999999999999432,0.0,0.1
19:04:06,0.0,0.0,0.0
19:04:08,0.0,0.0,0.0
19:04:10,0.0,0.0,0.0
19:04:12,0.0,0.0,0.0
19:04:14,0.0,0.0,0.0
19:04:16,0.0,0.0,0.0
19:04:18,0.0,0.0,0.0
19:04:20,0.09999999999999432,0.1,0.0
19:04:22,0.0,0.0,0.0
19:04:24,0.0,0.0,0.0
19:04:26,0.0,0.0,0.0
19:04:28,0.0,0.0,0.0
19:04:30,0.0,0.0,0.0
19:04:32,0.09999999999999432,0.0,0.0
19:04:34,0.0,0.0,0.0
19:04:36,0.09999999999999432,0.1,0.0
19:04:38,0.0,0.0,0.0
19:04:40,0.0,0.0,0.0
19:04:42,0.0,0.0,0.0
19:04:44,0.0,0.0,0.0
19:04:46,0.0,0.0,0.0
19:04:48,0.0,0.0,0.0
19:04:50,0.09999999999999432,0.1,0.0
19:04:52,0.09999999999999432,0.0,0.1
19:04:54,0.0,0.0,0.0
19:04:56,0.0,0.0,0.0
19:04:59,0.0,0.0,0.0
19:05:01,0.4000000000000057,0.0,0.4
19:05:03,0.0,0.0,0.0
19:05:05,0.0,0.0,0.0
19:05:07,0.0,0.0,0.0
19:05:09,0.09999999999999432,0.1,0.0
19:05:11,0.0,0.0,0.0
19:05:13,0.0,0.0,0.0
19:05:15,0.0,0.0,0.0
19:05:17,0.0,0.0,0.0
19:05:19,0.0,0.0,0.0
19:05:21,0.09999999999999432,0.0,0.1
19:05:23,0.0,0.0,0.0
19:05:25,0.09999999999999432,0.1,0.0
19:05:27,0.0,0.0,0.0
19:05:29,0.0,0.0,0.0
19:05:31,0.0,0.0,0.0
19:05:33,0.0,0.0,0.0
19:05:35,0.0,0.0,0.0
19:05:37,0.0,0.0,0.0
19:05:39,0.0,0.0,0.0
19:05:41,0.09999999999999432,0.0,0.1
19:05:43,0.0,0.0,0.0
19:05:45,0.0,0.0,0.0
19:05:47,0.0,0.0,0.0
19:05:49,0.09999999999999432,0.0,0.1
19:05:51,0.20000000000000284,0.0,0.2
19:05:53,0.0,0.0,0.0
19:05:55,0.0,0.0,0.0
19:05:57,0.0,0.0,0.0
19:05:59,0.0,0.0,0.0
19:06:01,0.5,0.2,0.2
19:06:03,0.0,0.0,0.0
19:06:05,0.0,0.0,0.0
19:06:07,0.09999999999999432,0.0,0.1
19:06:10,0.0,0.0,0.0
19:06:12,0.0,0.0,0.0
19:06:14,0.0,0.0,0.0
19:06:16,0.0,0.0,0.0
19:06:18,0.0,0.0,0.0
19:06:20,0.0,0.0,0.0
19:06:22,0.0,0.0,0.0
19:06:24,0.09999999999999432,0.0,0.1
19:06:26,0.09999999999999432,0.1,0.0
19:06:28,0.0,0.0,0.0
19:06:30,0.09999999999999432,0.1,0.0
19:06:32,0.09999999999999432,0.0,0.1
19:06:34,0.0,0.0,0.0
19:06:36,0.0,0.0,0.0
19:06:38,0.0,0.0,0.0
19:06:40,0.0,0.0,0.0
19:06:42,0.0,0.0,0.0
19:06:44,0.09999999999999432,0.1,0.1
19:06:46,0.0,0.0,0.0
19:06:48,0.29999999999999716,0.0,0.0
19:06:50,0.0,0.0,0.0
19:06:52,0.0,0.0,0.0
19:06:54,0.09999999999999432,0.1,0.0
19:06:56,0.0,0.0,0.0
19:06:58,0.0,0.0,0.0
19:07:00,0.4000000000000057,0.2,0.2
19:07:02,0.0,0.0,0.0
19:07:04,0.0,0.0,0.0
19:07:06,0.09999999999999432,0.1,0.0
19:07:08,0.09999999999999432,0.1,0.0
19:07:10,0.0,0.0,0.0
19:07:12,0.0,0.0,0.0
19:07:14,0.0,0.0,0.0
19:07:16,0.0,0.0,0.0
19:07:18,0.0,0.0,0.0
19:07:21,0.0,0.0,0.0
19:07:23,0.0,0.0,0.0
19:07:25,0.09999999999999432,0.1,0.1
19:07:27,0.0,0.0,0.0
19:07:29,0.0,0.0,0.0
19:07:31,0.0,0.0,0.0
19:07:33,0.0,0.0,0.0
19:07:35,0.09999999999999432,0.0,0.1
19:07:37,0.0,0.0,0.0
19:07:39,0.0,0.0,0.0
19:07:41,0.09999999999999432,0.1,0.1
19:07:43,0.09999999999999432,0.0,0.0
19:07:45,0.0,0.0,0.0
19:07:47,0.09999999999999432,0.0,0.0
19:07:49,0.0,0.0,0.0
19:07:51,0.0,0.0,0.0
19:07:53,0.09999999999999432,0.0,0.0
19:07:55,0.0,0.0,0.0
19:07:57,0.0,0.0,0.0
19:07:59,0.0,0.0,0.0
19:08:01,0.4000000000000057,0.1,0.4
19:08:03,0.0,0.0,0.0
19:08:05,0.0,0.0,0.0
19:08:07,0.09999999999999432,0.1,0.0
19:08:09,0.09999999999999432,0.0,0.1
19:08:11,0.0,0.0,0.0
19:08:13,0.0,0.0,0.0
19:08:15,0.0,0.0,0.0
19:08:17,0.0,0.0,0.0
19:08:19,0.09999999999999432,0.0,0.0
19:08:21,0.0,0.0,0.0
19:08:23,0.0,0.0,0.0
19:08:25,0.0,0.0,0.0
19:08:27,0.0,0.0,0.0
19:08:29,0.0,0.0,0.0
19:08:31,0.0,0.0,0.0
19:08:33,0.09999999999999432,0.1,0.0
19:08:35,0.0,0.0,0.0
19:08:38,0.09999999999999432,0.0,0.1
19:08:40,0.09999999999999432,0.1,0.0
19:08:42,0.09999999999999432,0.0,0.0
19:08:44,0.0,0.0,0.0
19:08:46,0.0,0.0,0.0
19:08:48,0.0,0.0,0.0
19:08:50,0.09999999999999432,0.0,0.1
19:08:52,0.0,0.0,0.0
19:08:54,0.09999999999999432,0.0,0.1
19:08:56,0.0,0.0,0.0
19:08:58,0.0,0.0,0.0
19:09:00,0.29999999999999716,0.1,0.3
19:09:02,0.0,0.0,0.0
19:09:04,0.0,0.0,0.0
19:09:06,0.09999999999999432,0.0,0.1
19:09:08,0.0,0.0,0.0
19:09:10,0.09999999999999432,0.1,0.0
19:09:12,0.0,0.0,0.0
19:09:14,0.0,0.0,0.0
19:09:16,0.09999999999999432,0.0,0.0
19:09:18,0.0,0.0,0.0
19:09:20,0.0,0.0,0.0
19:09:22,0.0,0.0,0.0
19:09:24,0.0,0.0,0.0
19:09:26,0.0,0.0,0.0
19:09:28,0.0,0.0,0.0
19:09:30,0.0,0.0,0.0
19:09:32,0.09999999999999432,0.1,0.1
19:09:34,0.0,0.0,0.0
19:09:36,0.09999999999999432,0.1,0.0
19:09:38,0.0,0.0,0.0
19:09:40,0.0,0.0,0.0
19:09:42,0.0,0.0,0.0
19:09:44,0.0,0.0,0.0
19:09:47,0.0,0.0,0.0
19:09:49,0.09999999999999432,0.0,0.1
19:09:51,0.0,0.0,0.0
19:09:53,0.09999999999999432,0.1,0.0
19:09:55,0.0,0.0,0.0
19:09:57,0.09999999999999432,0.1,0.0
19:09:59,0.0,0.0,0.0
19:10:01,0.29999999999999716,0.0,0.3
19:10:03,0.09999999999999432,0.1,0.0
19:10:05,0.0,0.0,0.0
19:10:07,0.09999999999999432,0.1,0.0
19:10:09,0.09999999999999432,0.0,0.0
19:10:11,0.09999999999999432,0.1,0.0
19:10:13,0.0,0.0,0.0
19:10:15,0.09999999999999432,0.1,0.0
19:10:17,0.0,0.0,0.0
19:10:19,0.09999999999999432,0.0,0.1
19:10:21,0.0,0.0,0.0
19:10:23,0.0,0.0,0.0
19:10:25,0.09999999999999432,0.1,0.0
19:10:27,0.0,0.0,0.0
19:10:29,0.0,0.0,0.0
19:10:31,0.0,0.0,0.0
19:10:33,0.0,0.0,0.0
19:10:35,0.09999999999999432,0.0,0.1
19:10:37,0.0,0.0,0.0
19:10:39,0.0,0.0,0.0
19:10:41,0.0,0.0,0.0
19:10:43,0.0,0.0,0.0
19:10:45,0.09999999999999432,0.1,0.0
19:10:47,0.0,0.0,0.0
19:10:49,0.09999999999999432,0.0,0.1
19:10:51,0.0,0.0,0.0
19:10:53,0.0,0.0,0.0
19:10:55,0.0,0.0,0.0
19:10:57,0.0,0.0,0.0
19:10:59,0.0,0.0,0.0
19:11:01,0.4000000000000057,0.1,0.4
19:11:03,0.0,0.0,0.0
19:11:05,0.09999999999999432,0.0,0.0
19:11:07,0.0,0.0,0.0
19:11:09,0.0,0.0,0.0
19:11:11,0.09999999999999432,0.1,0.0
19:11:13,0.0,0.0,0.0
19:11:15,0.09999999999999432,0.1,0.1
19:11:17,0.0,0.0,0.0
19:11:19,0.0,0.0,0.0
19:11:21,0.0,0.0,0.0
19:11:24,0.0,0.0,0.0
19:11:26,0.0,0.0,0.0
19:11:28,0.0,0.0,0.0
19:11:30,0.29999999999999716,0.0,0.0
19:11:32,0.0,0.0,0.0
19:11:34,0.0,0.0,0.0
19:11:36,0.0,0.0,0.0
19:11:38,0.0,0.0,0.0
19:11:40,0.0,0.0,0.0
19:11:42,0.09999999999999432,0.1,0.1
19:11:44,0.0,0.0,0.0
19:11:46,0.0,0.0,0.0
19:11:48,0.0,0.0,0.0
19:11:50,0.09999999999999432,0.1,0.0
19:11:52,0.0,0.0,0.0
19:11:54,0.09999999999999432,0.0,0.1
19:11:56,0.0,0.0,0.0
19:11:58,0.0,0.0,0.0
19:12:00,0.4000000000000057,0.1,0.3
19:12:02,0.09999999999999432,0.0,0.0
19:12:04,0.0,0.0,0.0
19:12:06,0.0,0.0,0.0
19:12:08,0.0,0.0,0.0
19:12:10,0.09999999999999432,0.1,0.1
19:12:12,0.0,0.0,0.0
19:12:14,0.0,0.0,0.0
