Timestamp,% global CPU,Cpacidad de memoria utilizada,% Memoria utilizada 
18:40:11,1.1,1506972,37.3181
18:40:13,1.1,1506784,37.3135
18:40:15,1.1,1506964,37.3179
18:40:17,1.1,1506964,37.3179
18:40:19,1.1,1507104,37.3214
18:40:21,1.1,1507236,37.3247
18:40:23,1.1,1507136,37.3222
18:40:25,1.1,1507144,37.3224
18:40:27,1.1,1507144,37.3224
18:40:30,1.1,1507112,37.3216
18:40:32,1.1,1507152,37.3226
18:40:34,1.1,1506912,37.3167
18:40:36,1.1,1507068,37.3205
18:40:38,1.1,1507432,37.3295
18:40:40,1.1,1507108,37.3215
18:40:42,1.1,1506936,37.3172
18:40:44,1.1,1507092,37.3211
18:40:46,1.1,1506984,37.3184
18:40:48,1.1,1506844,37.3150
18:40:50,1.1,1506804,37.3140
18:40:52,1.1,1506820,37.3144
18:40:54,1.1,1506936,37.3172
18:40:56,1.1,1506828,37.3146
18:40:58,1.1,1507068,37.3205
18:41:01,1.1,1507044,37.3199
18:41:03,1.1,1507200,37.3238
18:41:05,1.1,1507076,37.3207
18:41:07,1.1,1507208,37.3240
18:41:09,1.1,1506920,37.3168
18:41:11,1.1,1507008,37.3190
18:41:13,1.1,1507156,37.3227
18:41:15,1.1,1507156,37.3227
18:41:17,1.1,1507040,37.3198
18:41:19,1.1,1507272,37.3256
18:41:21,1.1,1507404,37.3288
18:41:23,1.1,1507032,37.3196
18:41:26,1.1,1507300,37.3263
18:41:28,1.1,1507316,37.3267
18:41:30,1.1,1507068,37.3205
18:41:32,1.1,1506944,37.3174
18:41:34,1.1,1507192,37.3236
18:41:36,1.1,1507076,37.3207
18:41:38,1.1,1506944,37.3174
18:41:40,1.1,1507060,37.3203
18:41:42,1.1,1507292,37.3261
18:41:44,1.1,1506920,37.3168
18:41:46,1.1,1506928,37.3170
18:41:48,1.1,1507184,37.3234
18:41:51,1.1,1506944,37.3174
18:41:53,1.0,1506844,37.3150
18:41:55,1.0,1507184,37.3234
18:41:57,1.0,1507456,37.3301
18:41:59,1.0,1507020,37.3193
18:42:01,1.0,1507308,37.3265
18:42:03,1.0,1507200,37.3238
18:42:05,1.0,1507092,37.3211
18:42:07,1.0,1507108,37.3215
18:42:09,1.0,1507000,37.3188
18:42:11,1.0,1507124,37.3219
18:42:14,1.0,1507256,37.3252
18:42:16,1.0,1507380,37.3282
18:42:18,1.0,1507272,37.3256
18:42:20,1.0,1507048,37.3200
18:42:22,1.0,1507312,37.3266
18:42:24,1.0,1507304,37.3264
18:42:26,1.0,1507468,37.3304
18:42:28,1.0,1507600,37.3337
18:42:31,1.0,1507344,37.3274
18:42:33,1.0,1506972,37.3181
18:42:35,1.0,1506972,37.3181
18:42:37,1.0,1506848,37.3151
18:42:39,1.0,1506864,37.3155
18:42:41,1.0,1507212,37.3241
18:42:43,1.0,1507384,37.3283
18:42:45,1.0,1507632,37.3345
18:42:48,1.0,1507532,37.3320
18:42:50,1.0,1507656,37.3351
18:42:52,1.0,1507656,37.3351
18:42:54,1.0,1507632,37.3345
18:42:56,1.0,1507508,37.3314
18:42:58,1.0,1507724,37.3368
18:43:00,1.0,1507864,37.3402
18:43:02,1.0,1507748,37.3373
18:43:04,1.0,1507856,37.3400
18:43:06,1.0,1507600,37.3337
18:43:08,1.0,1507748,37.3373
18:43:10,1.0,1507740,37.3372
18:43:13,1.0,1507676,37.3356
18:43:15,1.0,1507568,37.3329
18:43:17,1.0,1507848,37.3398
18:43:19,1.0,1507808,37.3388
18:43:21,1.0,1507568,37.3329
18:43:23,1.0,1507568,37.3329
18:43:25,1.0,1507904,37.3412
18:43:27,1.0,1507692,37.3360
18:43:29,1.0,1507700,37.3362
18:43:31,1.0,1507552,37.3325
18:43:33,1.0,1507556,37.3326
18:43:35,1.0,1507308,37.3265
18:43:38,1.0,1507144,37.3224
18:43:40,1.0,1507136,37.3222
18:43:42,1.0,1506988,37.3185
18:43:44,1.0,1507136,37.3222
18:43:46,1.0,1507088,37.3210
18:43:48,1.0,1507080,37.3208
18:43:50,1.0,1507080,37.3208
18:43:52,1.0,1507196,37.3237
18:43:54,1.0,1506948,37.3175
18:43:56,1.0,1507204,37.3239
18:43:58,1.0,1507204,37.3239
18:44:00,1.0,1507600,37.3337
18:44:02,1.0,1507964,37.3427
18:44:05,1.0,1507848,37.3398
18:44:07,1.0,1507732,37.3370
18:44:09,1.0,1507468,37.3304
18:44:11,1.0,1507600,37.3337
18:44:13,1.0,1507840,37.3396
18:44:15,1.0,1507608,37.3339
18:44:17,1.0,1507484,37.3308
18:44:19,1.0,1507648,37.3349
18:44:21,1.0,1507548,37.3324
18:44:23,1.0,1507680,37.3357
18:44:25,1.0,1507556,37.3326
18:44:27,1.0,1507556,37.3326
18:44:30,1.0,1507424,37.3293
18:44:32,1.0,1507416,37.3291
18:44:34,1.0,1507788,37.3383
18:44:36,1.0,1507796,37.3385
18:44:38,1.0,1507548,37.3324
18:44:40,1.0,1507664,37.3353
18:44:42,1.0,1507664,37.3353
18:44:44,1.0,1507508,37.3314
18:44:46,1.0,1507648,37.3349
18:44:48,1.0,1507500,37.3312
18:44:50,1.0,1507492,37.3310
18:44:52,1.0,1507376,37.3281
18:44:54,1.0,1507800,37.3386
18:44:56,1.0,1508160,37.3476
18:44:59,1.0,1507832,37.3394
18:45:01,1.0,1508184,37.3481
18:45:03,1.0,1507944,37.3422
18:45:05,1.0,1507756,37.3376
18:45:07,1.0,1507748,37.3373
18:45:09,1.0,1507740,37.3372
18:45:11,1.0,1507360,37.3277
18:45:13,1.0,1507616,37.3341
18:45:15,1.0,1507492,37.3310
18:45:17,1.0,1507368,37.3279
18:45:20,1.0,1507120,37.3218
18:45:22,1.0,1506988,37.3185
18:45:24,1.0,1507260,37.3253
18:45:26,1.0,1507360,37.3277
18:45:28,1.0,1507436,37.3296
18:45:30,1.0,1507504,37.3313
18:45:32,1.0,1507560,37.3327
18:45:34,1.0,1507444,37.3298
18:45:37,1.0,1507440,37.3297
18:45:39,1.0,1507632,37.3345
18:45:41,1.0,1507300,37.3263
18:45:43,1.0,1507408,37.3289
18:45:45,1.0,1508236,37.3494
18:45:47,0.9,1508068,37.3453
18:45:49,0.9,1507820,37.3391
18:45:51,0.9,1507844,37.3397
18:45:53,0.9,1507480,37.3307
18:45:55,0.9,1507620,37.3342
18:45:57,0.9,1507496,37.3311
18:45:59,0.9,1507404,37.3288
18:46:01,0.9,1507892,37.3409
18:46:04,0.9,1507908,37.3413
18:46:06,0.9,1508048,37.3448
18:46:08,0.9,1507932,37.3419
18:46:10,0.9,1507972,37.3429
18:46:12,0.9,1508112,37.3464
18:46:14,0.9,1507808,37.3388
18:46:16,0.9,1507404,37.3288
18:46:18,0.9,1507736,37.3371
18:46:20,0.9,1508020,37.3441
18:46:22,0.9,1507648,37.3349
18:46:24,0.9,1507764,37.3377
18:46:26,0.9,1507632,37.3345
18:46:28,0.9,1507880,37.3406
18:46:31,0.9,1507872,37.3404
18:46:33,0.9,1507748,37.3373
18:46:35,0.9,1507740,37.3372
18:46:37,0.9,1507732,37.3370
18:46:39,0.9,1507444,37.3298
18:46:41,0.9,1507824,37.3392
18:46:43,0.9,1507744,37.3373
18:46:45,0.9,1507744,37.3373
18:46:47,0.9,1507496,37.3311
18:46:49,0.9,1507496,37.3311
18:46:51,0.9,1507628,37.3344
18:46:54,0.9,1507472,37.3305
18:46:56,0.9,1507496,37.3311
18:46:58,0.9,1507760,37.3377
18:47:00,0.9,1507456,37.3301
18:47:02,0.9,1507628,37.3344
18:47:04,0.9,1507628,37.3344
18:47:06,0.9,1507744,37.3373
18:47:08,0.9,1507628,37.3344
18:47:10,0.9,1507532,37.3320
18:47:12,0.9,1507672,37.3355
18:47:14,0.9,1507648,37.3349
18:47:16,0.9,1507772,37.3379
18:47:19,0.9,1507532,37.3320
18:47:21,0.9,1507896,37.3410
18:47:23,0.9,1507656,37.3351
18:47:25,0.9,1507656,37.3351
18:47:27,0.9,1507880,37.3406
18:47:29,0.9,1507484,37.3308
18:47:31,0.9,1507608,37.3339
18:47:33,0.9,1507592,37.3335
18:47:35,0.9,1507716,37.3366
18:47:37,0.9,1507592,37.3335
18:47:40,0.9,1507708,37.3364
18:47:42,0.9,1507988,37.3433
18:47:44,0.9,1507888,37.3408
18:47:46,0.9,1508096,37.3460
18:47:48,0.9,1508392,37.3533
18:47:50,0.9,1508284,37.3506
18:47:52,0.9,1508076,37.3455
18:47:54,0.9,1508216,37.3489
18:47:56,0.9,1508200,37.3485
18:47:58,0.9,1507976,37.3430
18:48:00,0.9,1508044,37.3447
18:48:02,0.9,1508184,37.3481
18:48:04,0.9,1508200,37.3485
18:48:06,0.9,1508284,37.3506
18:48:09,0.9,1507860,37.3401
18:48:11,0.9,1507720,37.3367
18:48:13,0.9,1507636,37.3346
18:48:15,0.9,1507992,37.3434
18:48:17,0.9,1508140,37.3471
18:48:19,0.9,1508504,37.3561
18:48:21,0.9,1508264,37.3501
18:48:23,0.9,1508216,37.3489
18:48:25,0.9,1508232,37.3493
18:48:27,0.9,1508016,37.3440
18:48:29,0.9,1508248,37.3497
18:48:31,0.9,1508132,37.3469
18:48:33,0.9,1507908,37.3413
18:48:36,0.9,1508188,37.3483
18:48:38,0.9,1508164,37.3477
18:48:40,0.9,1507948,37.3423
18:48:42,0.9,1508320,37.3515
18:48:44,0.9,1508148,37.3473
18:48:46,0.9,1508272,37.3503
18:48:48,0.9,1508140,37.3471
18:48:50,0.9,1508156,37.3475
18:48:52,0.9,1508132,37.3469
18:48:54,0.9,1508008,37.3438
18:48:56,0.9,1508372,37.3528
18:48:58,0.9,1508108,37.3463
18:49:01,0.9,1508084,37.3457
18:49:03,0.9,1508340,37.3520
18:49:05,0.9,1508216,37.3489
18:49:07,0.9,1508116,37.3465
18:49:09,0.9,1507828,37.3393
18:49:11,0.9,1508064,37.3452
18:49:13,0.9,1507940,37.3421
18:49:15,0.9,1507952,37.3424
18:49:17,0.9,1508092,37.3459
18:49:19,0.9,1508176,37.3479
18:49:21,0.9,1508328,37.3517
18:49:23,0.9,1508236,37.3494
18:49:25,0.9,1508228,37.3492
18:49:28,0.9,1508172,37.3479
18:49:30,0.9,1508304,37.3511
18:49:32,0.9,1508556,37.3574
18:49:34,0.9,1508704,37.3610
18:49:36,0.9,1508308,37.3512
18:49:38,0.9,1508572,37.3578
18:49:41,0.9,1508472,37.3553
18:49:43,0.9,1508364,37.3526
18:49:45,0.9,1508216,37.3489
18:49:47,0.9,1508508,37.3562
18:49:49,0.9,1508284,37.3506
18:49:51,0.9,1508052,37.3449
18:49:53,0.9,1508044,37.3447
18:49:55,0.9,1508392,37.3533
18:49:57,0.9,1508460,37.3550
18:49:59,0.9,1508496,37.3559
18:50:01,0.9,1508380,37.3530
18:50:03,0.9,1507868,37.3403
18:50:05,0.9,1508100,37.3461
18:50:08,0.9,1507736,37.3371
18:50:10,0.9,1508032,37.3444
18:50:12,0.9,1508264,37.3501
18:50:14,0.9,1508156,37.3475
18:50:16,0.9,1508412,37.3538
18:50:18,0.9,1508272,37.3503
18:50:20,0.9,1508348,37.3522
18:50:22,0.9,1508092,37.3459
18:50:24,0.9,1508016,37.3440
18:50:26,0.9,1508124,37.3467
18:50:28,0.9,1507852,37.3399
18:50:30,0.9,1508008,37.3438
18:50:33,0.9,1507952,37.3424
18:50:35,0.9,1507872,37.3404
18:50:37,0.9,1507896,37.3410
18:50:39,0.9,1507704,37.3363
18:50:41,0.9,1508292,37.3508
18:50:43,0.9,1508132,37.3469
18:50:45,0.9,1508140,37.3471
18:50:47,0.8,1507776,37.3380
18:50:49,0.8,1508312,37.3513
18:50:51,0.8,1508272,37.3503
18:50:53,0.8,1508460,37.3550
18:50:55,0.8,1508700,37.3609
18:50:57,0.8,1508484,37.3556
18:51:00,0.8,1508460,37.3550
18:51:02,0.8,1508360,37.3525
18:51:04,0.8,1508392,37.3533
18:51:06,0.8,1508368,37.3527
18:51:08,0.8,1508424,37.3541
18:51:10,0.8,1508804,37.3635
18:51:12,0.8,1508864,37.3650
18:51:14,0.8,1508720,37.3614
18:51:16,0.8,1508464,37.3551
18:51:18,0.8,1508504,37.3561
18:51:20,0.8,1508356,37.3524
18:51:22,0.8,1508512,37.3563
18:51:25,0.8,1508644,37.3595
18:51:27,0.8,1508876,37.3653
18:51:29,0.8,1508504,37.3561
18:51:31,0.8,1508544,37.3571
18:51:33,0.8,1508544,37.3571
18:51:35,0.8,1508552,37.3573
18:51:37,0.8,1508404,37.3536
18:51:40,0.8,1508904,37.3660
18:51:42,0.8,1509012,37.3687
18:51:44,0.8,1509228,37.3740
18:51:46,0.8,1509108,37.3710
18:51:48,0.8,1508856,37.3648
18:51:50,0.8,1508980,37.3679
18:51:52,0.8,1508864,37.3650
18:51:54,0.8,1508928,37.3666
18:51:56,0.8,1509052,37.3696
18:51:58,0.8,1508716,37.3613
18:52:00,0.8,1509088,37.3705
18:52:02,0.8,1508892,37.3657
18:52:04,0.8,1508776,37.3628
18:52:06,0.8,1508668,37.3601
18:52:08,0.8,1508676,37.3603
18:52:11,0.8,1508488,37.3557
18:52:13,0.8,1508612,37.3587
18:52:15,0.8,1508612,37.3587
18:52:17,0.8,1508488,37.3557
18:52:19,0.8,1508604,37.3586
18:52:21,0.8,1508844,37.3645
18:52:23,0.8,1508604,37.3586
18:52:25,0.8,1508728,37.3616
18:52:27,0.8,1508332,37.3518
18:52:29,0.8,1508408,37.3537
18:52:31,0.8,1508532,37.3568
18:52:33,0.8,1508532,37.3568
18:52:36,0.8,1508408,37.3537
18:52:38,0.8,1508292,37.3508
18:52:40,0.8,1508416,37.3539
18:52:42,0.8,1508532,37.3568
18:52:44,0.8,1508892,37.3657
18:52:46,0.8,1508916,37.3663
18:52:48,0.8,1508800,37.3634
18:52:50,0.8,1508948,37.3671
18:52:53,0.8,1508844,37.3645
18:52:55,0.8,1508776,37.3628
18:52:57,0.8,1508792,37.3632
18:52:59,0.8,1508736,37.3618
18:53:01,0.8,1508604,37.3586
18:53:03,0.8,1508472,37.3553
18:53:05,0.8,1508604,37.3586
18:53:07,0.8,1508596,37.3584
18:53:09,0.8,1508644,37.3595
18:53:11,0.8,1508864,37.3650
18:53:13,0.8,1509068,37.3700
18:53:16,0.8,1509168,37.3725
18:53:18,0.8,1509136,37.3717
18:53:20,0.8,1508940,37.3669
18:53:22,0.8,1508708,37.3611
18:53:24,0.8,1508600,37.3585
18:53:26,0.8,1508584,37.3581
18:53:28,0.8,1508628,37.3591
18:53:30,0.8,1508828,37.3641
18:53:32,0.8,1508924,37.3665
18:53:34,0.8,1508700,37.3609
18:53:36,0.8,1509072,37.3701
18:53:38,0.8,1508884,37.3655
18:53:40,0.8,1509116,37.3712
18:53:43,0.8,1508932,37.3667
18:53:45,0.8,1509048,37.3695
18:53:47,0.8,1509032,37.3691
18:53:49,0.8,1509096,37.3707
18:53:51,0.8,1508840,37.3644
18:53:53,0.8,1508716,37.3613
18:53:55,0.8,1508700,37.3609
18:53:57,0.8,1508648,37.3596
18:53:59,0.8,1509140,37.3718
18:54:01,0.8,1508820,37.3639
18:54:03,0.8,1508820,37.3639
18:54:05,0.8,1508704,37.3610
18:54:08,0.8,1508852,37.3647
18:54:10,0.8,1508580,37.3580
18:54:12,0.8,1509224,37.3739
18:54:14,0.8,1509100,37.3708
18:54:16,0.8,1508772,37.3627
18:54:18,0.8,1508432,37.3543
18:54:20,0.8,1508784,37.3630
18:54:22,0.8,1508472,37.3553
18:54:24,0.8,1508512,37.3563
18:54:26,0.8,1508644,37.3595
18:54:28,0.8,1508784,37.3630
18:54:31,0.8,1508428,37.3542
18:54:33,0.8,1508536,37.3569
18:54:35,0.8,1509188,37.3730
18:54:37,0.8,1508760,37.3624
18:54:39,0.8,1508836,37.3643
18:54:41,0.8,1508620,37.3589
18:54:43,0.8,1508680,37.3604
18:54:45,0.8,1508796,37.3633
18:54:47,0.8,1508680,37.3604
18:54:49,0.8,1508672,37.3602
18:54:52,0.8,1508812,37.3637
18:54:54,0.8,1508564,37.3576
18:54:56,0.8,1508540,37.3570
18:54:58,0.8,1508456,37.3549
18:55:00,0.8,1508468,37.3552
18:55:02,0.8,1508796,37.3633
18:55:04,0.8,1508656,37.3598
18:55:06,0.8,1508360,37.3525
18:55:08,0.8,1508004,37.3437
18:55:10,0.8,1508656,37.3598
18:55:12,0.8,1508416,37.3539
18:55:14,0.8,1508540,37.3570
18:55:16,0.8,1508516,37.3564
18:55:18,0.8,1508656,37.3598
18:55:21,0.8,1508664,37.3600
18:55:23,0.8,1508540,37.3570
18:55:25,0.8,1508672,37.3602
18:55:27,0.8,1508416,37.3539
18:55:29,0.8,1508680,37.3604
18:55:31,0.8,1508508,37.3562
18:55:33,0.8,1508480,37.3555
18:55:35,0.8,1508704,37.3610
18:55:37,0.8,1508712,37.3612
18:55:39,0.8,1508604,37.3586
18:55:41,0.8,1508464,37.3551
18:55:43,0.8,1508712,37.3612
18:55:46,0.8,1508340,37.3520
18:55:48,0.8,1508232,37.3493
18:55:50,0.8,1508588,37.3582
18:55:52,0.8,1508612,37.3587
18:55:54,0.8,1508744,37.3620
18:55:56,0.8,1508764,37.3625
18:55:58,0.8,1508648,37.3596
18:56:00,0.8,1509152,37.3721
18:56:02,0.8,1509012,37.3687
18:56:04,0.8,1508988,37.3681
18:56:06,0.8,1508420,37.3540
18:56:08,0.8,1508940,37.3669
18:56:10,0.8,1508568,37.3577
18:56:12,0.8,1508536,37.3569
18:56:15,0.8,1508528,37.3567
18:56:17,0.8,1508676,37.3603
18:56:19,0.8,1508288,37.3507
18:56:21,0.8,1508428,37.3542
18:56:23,0.8,1508420,37.3540
18:56:25,0.8,1508800,37.3634
18:56:27,0.8,1508644,37.3595
18:56:29,0.8,1508844,37.3645
18:56:31,0.8,1508756,37.3623
18:56:33,0.8,1508600,37.3585
18:56:35,0.8,1508648,37.3596
18:56:38,0.8,1508600,37.3585
18:56:40,0.8,1508772,37.3627
18:56:42,0.8,1508888,37.3656
18:56:44,0.8,1508640,37.3594
18:56:46,0.8,1508648,37.3596
18:56:48,0.8,1508772,37.3627
18:56:50,0.8,1509004,37.3685
18:56:52,0.8,1508988,37.3681
18:56:54,0.8,1509144,37.3719
18:56:56,0.8,1509020,37.3689
18:56:58,0.8,1509020,37.3689
18:57:00,0.8,1509396,37.3782
18:57:02,0.8,1509344,37.3769
18:57:04,0.8,1508948,37.3671
18:57:07,0.8,1508824,37.3640
18:57:09,0.8,1508816,37.3638
18:57:11,0.8,1508584,37.3581
18:57:13,0.8,1508692,37.3607
18:57:15,0.8,1508188,37.3483
18:57:17,0.8,1508692,37.3607
18:57:19,0.8,1508768,37.3626
18:57:21,0.8,1508376,37.3529
18:57:23,0.8,1508180,37.3480
18:57:25,0.8,1508068,37.3453
18:57:27,0.7,1508180,37.3480
18:57:29,0.7,1508256,37.3499
18:57:32,0.7,1508368,37.3527
18:57:34,0.7,1508212,37.3488
18:57:36,0.7,1508368,37.3527
18:57:38,0.7,1508548,37.3572
18:57:40,0.7,1508400,37.3535
18:57:42,0.7,1508896,37.3658
18:57:44,0.7,1509072,37.3701
18:57:46,0.7,1508588,37.3582
18:57:48,0.7,1508580,37.3580
18:57:50,0.7,1508720,37.3614
18:57:52,0.7,1508448,37.3547
18:57:54,0.7,1509084,37.3704
18:57:57,0.7,1509332,37.3766
18:57:59,0.7,1509440,37.3793
18:58:01,0.7,1508968,37.3676
18:58:03,0.7,1509496,37.3806
18:58:05,0.7,1509240,37.3743
18:58:07,0.7,1508884,37.3655
18:58:09,0.7,1509016,37.3688
18:58:11,0.7,1508736,37.3618
18:58:13,0.7,1508712,37.3612
18:58:15,0.7,1508908,37.3661
18:58:17,0.7,1508648,37.3596
18:58:19,0.7,1508904,37.3660
18:58:22,0.7,1508524,37.3566
18:58:24,0.7,1508692,37.3607
18:58:26,0.7,1509088,37.3705
18:58:28,0.7,1508640,37.3594
18:58:30,0.7,1508592,37.3583
18:58:32,0.7,1508948,37.3671
18:58:34,0.7,1509112,37.3711
18:58:36,0.7,1509052,37.3696
18:58:39,0.7,1509160,37.3723
18:58:41,0.7,1509176,37.3727
18:58:43,0.7,1509160,37.3723
18:58:45,0.7,1509548,37.3819
18:58:47,0.7,1509228,37.3740
18:58:49,0.7,1508908,37.3661
18:58:51,0.7,1508724,37.3615
18:58:53,0.7,1508812,37.3637
18:58:55,0.7,1508936,37.3668
18:58:57,0.7,1508952,37.3672
18:59:00,0.7,1508720,37.3614
18:59:02,0.7,1509084,37.3704
18:59:04,0.7,1509144,37.3719
18:59:06,0.7,1509492,37.3805
18:59:08,0.7,1509168,37.3725
18:59:10,0.7,1509144,37.3719
18:59:12,0.7,1508824,37.3640
18:59:14,0.7,1508948,37.3671
18:59:16,0.7,1509288,37.3755
18:59:18,0.7,1509232,37.3741
18:59:20,0.7,1509140,37.3718
18:59:22,0.7,1509272,37.3751
18:59:24,0.7,1509420,37.3788
18:59:26,0.7,1509652,37.3845
18:59:29,0.7,1509420,37.3788
18:59:31,0.7,1509676,37.3851
18:59:33,0.7,1509436,37.3792
18:59:35,0.7,1509320,37.3763
18:59:37,0.7,1509452,37.3796
18:59:39,0.7,1509452,37.3796
18:59:41,0.7,1509108,37.3710
18:59:43,0.7,1509124,37.3714
18:59:45,0.7,1509016,37.3688
18:59:47,0.7,1509016,37.3688
18:59:49,0.7,1508968,37.3676
18:59:52,0.7,1509188,37.3730
18:59:54,0.7,1509000,37.3684
18:59:56,0.7,1508768,37.3626
18:59:58,0.7,1509016,37.3688
19:00:00,0.7,1509140,37.3718
19:00:02,0.7,1509156,37.3722
19:00:04,0.7,1508948,37.3671
19:00:06,0.7,1508560,37.3575
19:00:08,0.7,1508792,37.3632
19:00:10,0.7,1509264,37.3749
19:00:12,0.7,1509284,37.3754
19:00:14,0.7,1509416,37.3787
19:00:16,0.7,1509076,37.3702
19:00:18,0.7,1509132,37.3716
19:00:21,0.7,1510012,37.3934
19:00:23,0.7,1509844,37.3893
19:00:25,0.7,1509448,37.3794
19:00:27,0.7,1509492,37.3805
19:00:29,0.7,1509568,37.3824
19:00:31,0.7,1509412,37.3786
19:00:33,0.7,1509248,37.3745
19:00:35,0.7,1508856,37.3648
19:00:37,0.7,1509004,37.3685
19:00:39,0.7,1509344,37.3769
19:00:41,0.7,1509124,37.3714
19:00:43,0.7,1509192,37.3731
19:00:46,0.7,1509216,37.3737
19:00:48,0.7,1509372,37.3776
19:00:50,0.7,1508968,37.3676
19:00:52,0.7,1509224,37.3739
19:00:54,0.7,1509108,37.3710
19:00:56,0.7,1509356,37.3772
19:00:58,0.7,1509472,37.3800
19:01:00,0.7,1509804,37.3883
19:01:02,0.7,1509368,37.3775
19:01:04,0.7,1509408,37.3785
19:01:06,0.7,1509196,37.3732
19:01:08,0.7,1509352,37.3771
19:01:11,0.7,1509368,37.3775
19:01:13,0.7,1509112,37.3711
19:01:15,0.7,1509228,37.3740
19:01:17,0.7,1508956,37.3673
19:01:19,0.7,1509228,37.3740
19:01:21,0.7,1508864,37.3650
19:01:23,0.7,1509128,37.3715
19:01:25,0.7,1509128,37.3715
19:01:27,0.7,1509276,37.3752
19:01:29,0.7,1508988,37.3681
19:01:32,0.7,1509052,37.3696
19:01:34,0.7,1509184,37.3729
19:01:36,0.7,1509408,37.3785
19:01:38,0.7,1509640,37.3842
19:01:40,0.7,1509780,37.3877
19:01:42,0.7,1509772,37.3875
19:01:44,0.7,1509648,37.3844
19:01:46,0.7,1509608,37.3834
19:01:48,0.7,1509460,37.3797
19:01:50,0.7,1509212,37.3736
19:01:52,0.7,1509136,37.3717
19:01:54,0.7,1509152,37.3721
19:01:57,0.7,1509292,37.3756
19:01:59,0.7,1509524,37.3813
19:02:01,0.7,1509804,37.3883
19:02:03,0.7,1509624,37.3838
19:02:05,0.7,1509756,37.3871
19:02:07,0.7,1509516,37.3811
19:02:09,0.7,1509344,37.3769
19:02:11,0.7,1509392,37.3781
19:02:13,0.7,1509260,37.3748
19:02:15,0.7,1509632,37.3840
19:02:17,0.7,1509228,37.3740
19:02:20,0.7,1509136,37.3717
19:02:22,0.7,1509260,37.3748
19:02:24,0.7,1509260,37.3748
19:02:26,0.7,1509632,37.3840
19:02:28,0.7,1509320,37.3763
19:02:30,0.7,1509516,37.3811
19:02:32,0.7,1509384,37.3779
19:02:34,0.7,1509500,37.3807
19:02:36,0.7,1509592,37.3830
19:02:38,0.7,1509656,37.3846
19:02:40,0.7,1509664,37.3848
19:02:42,0.7,1509492,37.3805
19:02:45,0.7,1509788,37.3879
19:02:47,0.7,1509532,37.3815
19:02:49,0.7,1509424,37.3789
19:02:51,0.7,1509548,37.3819
19:02:53,0.7,1509820,37.3887
19:02:55,0.7,1509308,37.3760
19:02:57,0.7,1509588,37.3829
19:02:59,0.7,1509572,37.3825
19:03:01,0.7,1509464,37.3798
19:03:03,0.7,1509588,37.3829
19:03:05,0.7,1509636,37.3841
19:03:07,0.7,1509612,37.3835
19:03:09,0.7,1509776,37.3876
19:03:12,0.7,1509660,37.3847
19:03:14,0.7,1509676,37.3851
19:03:16,0.7,1509784,37.3878
19:03:18,0.7,1509552,37.3820
19:03:20,0.7,1509660,37.3847
19:03:22,0.7,1510264,37.3997
19:03:24,0.7,1510000,37.3931
19:03:26,0.7,1509448,37.3794
19:03:28,0.7,1509688,37.3854
19:03:30,0.7,1509700,37.3857
19:03:32,0.7,1509900,37.3906
19:03:34,0.7,1509792,37.3880
19:03:37,0.7,1509800,37.3882
19:03:39,0.7,1509916,37.3910
19:03:41,0.7,1509892,37.3904
19:03:43,0.7,1509512,37.3810
19:03:45,0.7,1509792,37.3880
19:03:47,0.7,1509932,37.3914
19:03:49,0.7,1509932,37.3914
19:03:51,0.7,1510056,37.3945
19:03:53,0.7,1509744,37.3868
19:03:55,0.7,1509668,37.3849
19:03:57,0.7,1509784,37.3878
19:03:59,0.7,1509784,37.3878
19:04:02,0.7,1510016,37.3935
19:04:04,0.7,1509744,37.3868
19:04:06,0.7,1509520,37.3812
19:04:08,0.7,1509620,37.3837
19:04:10,0.7,1510040,37.3941
19:04:12,0.7,1509792,37.3880
19:04:15,0.7,1509552,37.3820
19:04:17,0.7,1509692,37.3855
19:04:19,0.7,1510312,37.4008
19:04:21,0.7,1510072,37.3949
19:04:23,0.7,1510212,37.3984
19:04:25,0.7,1509940,37.3916
19:04:27,0.7,1509808,37.3884
19:04:29,0.7,1509428,37.3790
19:04:31,0.7,1509428,37.3790
19:04:33,0.7,1509468,37.3799
19:04:35,0.7,1509608,37.3834
19:04:37,0.7,1510112,37.3959
19:04:40,0.7,1509764,37.3873
19:04:42,0.7,1510004,37.3932
19:04:44,0.7,1509492,37.3805
19:04:46,0.7,1509856,37.3896
19:04:48,0.7,1509436,37.3792
19:04:50,0.7,1509476,37.3801
19:04:52,0.7,1509460,37.3797
19:04:54,0.7,1509196,37.3732
19:04:56,0.7,1509312,37.3761
19:04:58,0.7,1509012,37.3687
19:05:00,0.7,1509612,37.3835
19:05:02,0.7,1509976,37.3925
19:05:04,0.7,1510224,37.3987
19:05:07,0.7,1509648,37.3844
19:05:09,0.7,1509408,37.3785
19:05:11,0.7,1509292,37.3756
19:05:13,0.7,1508888,37.3656
19:05:15,0.7,1509276,37.3752
19:05:17,0.7,1509028,37.3690
19:05:19,0.7,1509052,37.3696
19:05:21,0.7,1509200,37.3733
19:05:23,0.7,1509200,37.3733
19:05:25,0.7,1509084,37.3704
19:05:27,0.7,1509160,37.3723
19:05:29,0.7,1509668,37.3849
19:05:32,0.7,1509924,37.3912
19:05:34,0.7,1509800,37.3882
19:05:36,0.7,1509852,37.3895
19:05:38,0.7,1509852,37.3895
19:05:40,0.7,1509604,37.3833
